year,code_market,company_name,auditor_before_setup,earliest_ir_date,ir_date,ir_links,report_date,report_links,purpose,committee_members,assistants,source_url,extracted_code,market_cap
2025,6594 東証プライム,ニデック株式会社,PwC Japan,2025-09-03,2025-09-03,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/09/250903_daisansha6594.pdf,未公表,,（１）当社及びグループ会社における資産性にリスクのある資産に関する評価減の時期の恣意的な調整などの不適切な会計処理の疑義（テクノ事案含む）に係る事実関係の調査 （２）不適切な会計処理が判明した場合、その影響額の算定 （３）不適切な会計処理が判明した場合、その原因の究明及び再発防止策の提言 （４）その他、第三者委員会が必要と認めた事項,委員長：（西村あさひ法律事務所・外国法共同事業 弁護士） 平尾 覚 委員：（株式会社アカウンティング・アドバイザリー 公認会計士） 井上 寅喜 委員：（光和総合法律事務所 弁護士） 白井 真,,http://www.daisanshaiinkai.com,6594,2671.0
2025,8940 東証スタンダード,株式会社インテリックス,太陽,2025-08-22,2025/08/22 2025/09/08,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250822_fusei8940.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250908_chousa8940.pdf,未公表,,＜社内調査＞ 事実関係の調査並びに再発防止に向けた取組策の検討等,,,http://www.daisanshaiinkai.com,8940,1053.0
2025,3765 東証プライム,ガンホー・オンライン・エンターテイメント株式会社,PwC Japan,2025-08-14,2025/08/14 2025/08/14,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250814_chousa3765.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250814_chousa3765_2.pdf,2025-08-14,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250814_chousa3765.pdf,＜社内調査チーム＞ 本件不正行為に関する詳細な事実関係の調査、類似事案の有無の調査、原因分析及び再発防止策の立案,,,http://www.daisanshaiinkai.com,3765,2871.5
2025,3856 東証スタンダード,Abalance株式会社,中部総合,2025-08-12,2025/08/12 2025/09/02,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250812_daisansha3856.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250902_daisansha3856.pdf,未公表,,（１）以下の事実関係に関する各調査 ① 監査等委員会による 2024 年３月 13 日付調査報告書に関する再調査 ② 大和町太陽光発電所に係る減損及び申請書類に対する調査 ③ 関連当事者取引に関する調査 （２）類似事象の有無の調査 （３）上記（１）及び（２）による当社の連結財務諸表等への影響額の算定 （４）上記（１）記載の事実が生じた原因究明と再発防止策の提言 （５）その他、委員会が必要と認めた事項,委員長：（本澤法律事務所 弁護士） 本澤 順子 委員：（片岡総合法律事務所 弁護士） 田中 貴一 委員：（やまとパートナーズ株式会社 公認会計士） 小黒 健三,,http://www.daisanshaiinkai.com,3856,1231.0
2025,6772 東証スタンダード,東京コスモス電機株式会社,かがやき,2025-08-08,2025/08/08 2025/08/12,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250808_chousa6772.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250812_chousa6772.pdf,未公表,,＜特別調査委員会＞ 2025年6月10日付当社プレスリリース記載の本公開買付けの開始予定に関する意見並びに 2025年6月24日開催の当社第68回定時株主総会における本株主提案に対する当社の意見の決定及び公表に係る経緯の調査,委員長：（山口利昭法律事務所 弁護士・公認不正検査士） 山口 利昭 委員：（ひふみ総合法律事務所 弁護士・公認不正検査士） 矢田 悠 委員：（ひふみ総合法律事務所 弁護士） 小島 冬樹,,http://www.daisanshaiinkai.com,6772,
2025,1813 東証プライム,株式会社不動テトラ,あずさ,2025-08-06,2025-08-06,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/08/250806_chousa1813.pdf,未公表,,＜特別委員会＞ （１）必要な事項についての原因究明 （２）原因究明の結果を踏まえた追加的な再発防⽌策の提言 （３）上記の結果を記載した報告書の作成,委員⻑：（プロアクト法律事務所 弁護⼠・公認不正検査⼠） 池永 朝昭 委員：（田辺総合法律事務所 弁護⼠・公認不正検査⼠） 中西 和幸 委員：（霽⽉法律事務所 弁護⼠・公認不正検査⼠） 大野 徹也,,http://www.daisanshaiinkai.com,1813,2681.0
2025,7832 東証プライム,株式会社バンダイナムコホールディングス,あずさ,2025-07-25,2025-07-25,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250725_chousa7832.pdf,未公表,,＜社内調査＞ 本件不正行為に関する調査,,,http://www.daisanshaiinkai.com,7832,4906.0
2025,6085 東証グロース,アーキテクツ・スタジオ・ジャパン株式会社,桜橋,2025-07-25,2025/07/25 2025/08/08 2025/08/29,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250725_chousa6085.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250808_chousa6085.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250829_chousa6085.pdf,未公表,,＜調査委員会＞ （１）本件不正行為等に係る事実の調査・確認 （２）同様の事実の有無の調査・確認 （３）元代表取締役の取締役解任事由の有無及び解任決議案上程の是非 （４）元代表取締役に対する法的責任追及の可否及び方法,委員長：（センテニアル法律事務所パートナー 弁護士） 石田 卓遠 委員：（当社監査等委員取締役 麻布総合会計事務所 公認会計士） 石塚 亮平 委員：（当社監査等委員取締役 東京南青山法律会計事 務所 公認会計士・弁護士） 𠮷原 慎一,,http://www.daisanshaiinkai.com,6085,278.0
2025,365A 東証スタンダード,伊澤タオル株式会社,三優,2025-07-18,2025/07/18 2025/08/29,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250718_daisansha_365A.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250829_daisansha365A.pdf,未公表,,（１）本件報道に掲載された伊澤によるパワーハラスメント行為の有無 （２）本件報道に掲載された従業員の年次有給休暇の取得に関する事実の有無 （３）本件報道に掲載された新型コロナウイルス等に罹患した従業員への対応に関する事実の有無 （４）（１）に類似する事案の有無（弊社が旧伊澤タオル株式会社とインタークラフト通商株式会社を吸収合併し、現在の商号に変更した 2022年3月1日以降のものを対象。） （５）判明した問題に係る背景、原因の究明・分析（弊社におけるガバナンス上の問題点を含む。） （６）判明した問題に係る再発防止策の提言 （７）その他、当委員会が必要と認めた事項,委員長：（第一芙蓉法律事務所 弁護士） 小鍛冶 広道 委員：（第一芙蓉法律事務所 弁護士） 宇野 由隆 委員：（第一芙蓉法律事務所 弁護士） 池田 知朗 委員：（第一芙蓉法律事務所 弁護士） 柏戸 夏子 委員：（第一芙蓉法律事務所 弁護士） 金澤 康,,http://www.daisanshaiinkai.com,,
2025,6232 東証グロース,株式会社ACSL,アヴァンティア,2025-07-01,2025-07-01,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250701_chousa_6232.pdf,2025-07-14,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/07/250714_chousa_6232.pdf,＜特別調査委員会＞ （１）本件事案に係る事実関係の解明 （２）本件事案に類似する事案（以下、「類似事案」といいます。）に係る事実関係の解明 （３）（１）及び（２）で判明した本件事案及び類似事案の原因等の分析及び再発防止策の提言,委員長：（アンダーソン・毛利・友常法律事務所外国法共同事業 弁護士） 西谷 敦 委員：（当社社外取締役（独立役員）監査等委員 公認会計士） 静 健太郎 委員：（当社社外取締役（独立役員）監査等委員 弁護士） 香月 由嘉 委員：（当社社外取締役（独立役員）監査等委員） 島津 忠美,アンダーソン・毛利・友常法律事務所外国法共同事業 弁護士 中原 隆雅 髙田 将寛 清水 愛衣加 髙橋 将希 中川 佳直 石川 雅人 北田 拓生 中野 健登 石井 南帆,http://www.daisanshaiinkai.com,6232,1080.0
2025,2978 東証グロース,株式会社ツクルバ,和泉,2025-06-27,2025-06-27,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250627_chousa2978.pdf,2025-09-12,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250912_chousa2978.pdf,＜社内調査委員会＞ （１）本件指摘内容に関する事実関係の調査 （２）その他、社内調査委員会が必要と認める事項,委員長：（当社社外取締役監査等委員、独立役員） 小林 賢治 委員：（当社社外取締役監査等委員（常勤）、独立役員 公認会計士） 西浦 千栄子 委員：（当社社外取締役監査等委員、独立役員 税理士） 石本 忠次,,http://www.daisanshaiinkai.com,2978,607.0
2025,6548 東証グロース,株式会社旅工房,やまと,2025-06-05,2025/06/05 2025/08/08 2025/08/29,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250605_chousa_6548.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250808_chousa6548.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250829_chousa6548.pdf,2025-09-01,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250901_chousa6548.pdf,＜特別調査委員会＞ （１）本件事案に関する事実関係の調査 （２）本件事案に類似する事案の存否及び事実関係の調査 （３）上記（１）及び（２）による当社の連結財務諸表への影響額の確認 （４）発生原因の分析と再発防止策の提言 （５）その他、特別調査委員会が必要と認めた事項,委員長：（アンダーソン・毛利・友常法律事務所 外国法共同事業 弁護士） 三宅 英貴 委員：（株式会社KPMG Forensic & Risk Advisory 公認会計士） 藤田 大介 委員：（アンダーソン・毛利・友常法律事務所 外国法共同事業 弁護士） 大西 良平 委員：（社外監査役・未来創造弁護士法人 弁護士） 野村 拓也,アンダーソン・毛利・友常法律事務所外国法共同事業 弁護士 髙橋 将希 北泉 隆之 重枝 綾音 古沢 亮介 株式会 KPMG Forensic & Risk Advisory 米国公認会計士 水上 浩 奥成 一平 株式会社KPMG Forensic & Risk Advisory 公認会計士 石坂 穏 折戸 伸樹 綾 浩平 株式会社KPMG Forensic & Risk Advisory 野崎 真樹 伊藤 希珠 岩本 早葵子 楊 宗翰 他 10名,http://www.daisanshaiinkai.com,6548,159.0
2025,7116 東証スタンダード,ダイワ通信株式会社,トーマツ,2025-06-02,2025/06/02 2025/07/31,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250602_chousa_7116.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250731_chousa7116.pdf,2025-08-01,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250801_chousa7116.pdf,＜特別調査委員会＞ （１）事実関係の調査 （２）類似事象の有無の調査 （３）影響額の算定 （４）原因究明と再発防止策の提言 （５）その他、委員会が必要と認めた事項,委員長：（（渥美坂井法律事務所・外国法共同事業 弁護士・元最高検察庁次長検事） 山上 秀明 委員：（渥美坂井法律事務所・外国法共同事業 弁護士・公認不正検査士） 清水 真一郎 委員：（株式会社WARC 公認会計士） 杉田 篤史,,http://www.daisanshaiinkai.com,7116,1015.0
2025,5966 東証スタンダード,KTC(京都機械工具株式会社),PwC Japan,2025-06-02,2025-06-02,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250602_chousa_5966.pdf,2025-06-30,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/06/250630_chousa5966.pdf,＜特別調査委員会＞ （１）当初事案に係る事実関係の調査 （２）KTC及びKTC連結子会社における当初事案に類似する事象の有無の調査 （３）上記につき不適切な会計処理が判明した場合における連結財務諸表等への影響額の算定 （４）上記にかかる原因の究明（当初事案の発生原因、内部統制にかかる状況等を含む）及び再発防止策の提言 （５）上記のほか、特別調査委員会が必要と認める事項,委員長：（プロアクト法律事務所 弁護士・公認不正検査士） 渡邉 宙志 委員：（堂島法律事務所 弁護士・公認不正検査士） 横瀬 大輝 委員：（FYI株式会社 公認会計士） 河江 健史,プロアクト法律事務所 弁護士 竹内 朗 福田 恵太 徳山 佳祐 田中 伸英 田畑 瑠巳 中島 永祥 堂島法律事務所 弁護士 柳 勝久 板﨑 遼 松浦 奨 株式会社ナナイロコンサルタンツ 公認会計士 井出 浩二 張本 和志 梶田 雄之 山本 陽平 𠮷田 壮志 岩下 耀平 寒川 貴弘 小石 彩萌 株式会社KPMG Forensic & Risk Advisory 公認会計士 藤田 大介 山口 孝之 ほか 11名 KTC職員 5名,http://www.daisanshaiinkai.com,5966,2470.0
2025,5966 東証スタンダード,KTC(京都機械工具株式会社),PwC Japan,2025-05-13,2025-05-13,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250513_chousa5966.pdf,特別調査委員会へ移行,,＜調査チーム＞ 本件事案についての全容解明、同種又は類似事案の存否の確認、発生原因の分析及び再発防止の策定等,外部専門家：（弁護士法人堂島法律事務所 弁護士・公認不正検査士） 横瀬 大輝 外部専門家：（FYI株式会社 公認会計士） 河江 健史 株式会社KPMG Forensic＆Risk Advisory,,http://www.daisanshaiinkai.com,5966,2470.0
2025,4666 東証プライム,パーク24株式会社,EY新日本,2025-05-30,2025-05-30,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250530_chousa4666.pdf,2025-07-15,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250715_chousa_4666.pdf,＜社内調査委員会＞ （１）当事案に関する事実関係およびその内容の調査 （２）当事案に類似する事象の有無およびその事実関係の調査 （３）（１）および（２）の原因分析ならびに再発防止策の提言,委員長：（取締役（社外・独立）・監査等委員） 長坂 隆 委員：（取締役（社外・独立）） 大浦 善光 委員：（取締役（社外・独立）・監査等委員） 丹生谷 美穂 委員：（取締役（社外・独立）） 黒木 彰子 委員：（取締役・監査等委員） 山中 新吾,ひふみ総合法律事務所 弁護士・公認不正検査士 矢田 悠 ひふみ総合法律事務所 弁護士 松原 由佳 篠田 春樹 髙橋 可奈,http://www.daisanshaiinkai.com,4666,2165.0
2025,6578 東証スタンダード,株式会社コレックホールディングス,有限責任パートナーズ綜合,2025-05-28,2025/05/28 2025/08/08,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250528_chousa6578.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250814_chousa6578.pdf,2025-08-18,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250818_chousa6578.pdf,＜特別調査委員会＞ （１）本事案に関する事実関係の調査 （２）本事案に類似する事象の有無の調査 （３）調査の結果判明した事実が財務諸表に与える影響の有無、程度、内容等の検討 （４）本事案の原因分析及び再発防止策の検討,委員長：（佐藤総合法律事務所 弁護士） 佐藤 明夫 委員：（福崎法律事務所 弁護士） 福崎 真也 委員：（株式会社KIC 公認会計士） 和田 芳幸,佐藤総合法律事務所 弁護士 6名 株式会社KIC 公認会計士 10名,http://www.daisanshaiinkai.com,6578,309.0
2025,6763 東証プライム,帝国通信工業株式会社,トーマツ,2025-05-27,2025-05-27,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250527_chousa6763.pdf,未公表,,＜調査委員会＞ 事実関係の調査や再発防止策の策定,,,http://www.daisanshaiinkai.com,6763,2473.0
2025,4587 東証プライム,ペプチドリーム株式会社,あずさ,2025-05-13,2025-05-13,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250513_chousa4587.pdf,2025-08-06,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250806_chousa4587.pdf,＜特別調査委員会＞ （１）本件に係る事実関係及び類似する案件の存否の調査 （２）本件が生じた原因の究明（内部統制上の不備の可能性を含む）及び再発防止策の提言 （３）その他、特別調査委員会が必要と認める事項,委員長：（当社独立社外取締役・常勤監査等委員） 神谷 紀一郎 委員：（プロアクト法律事務所 弁護士・公認不正検査士） 竹内 朗 委員：（プロアクト法律事務所 弁護士・公認不正検査士） 岩渕 恵理,プロアクト法律事務所 弁護士 神田 詠守 株式会社foxcale 当社従業員数名（管理部門所属）,http://www.daisanshaiinkai.com,4587,1707.0
2025,2342 東証グロース,株式会社トランスジェニックグループ,トーマツ,2025-05-12,2025-05-12,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250512_chousa2342.pdf,2025-06-20,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250620_chousa_2342.pdf,＜外部調査＞ 客観的な観点から、事実確認の調査及び検証を行うため,,,http://www.daisanshaiinkai.com,2342,218.0
2025,9444 東証スタンダード,株式会社トーシンホールディングス,有限責任中部総合,2025-05-09,2025/05/09 2025/05/20 2025/08/29,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250509_daisansha9444.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250520_daisansha9444.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250829_daisansha9444.pdf,2025-09-04,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250904_daisansha9444.pdf,（１）本事案にかかる事実関係調査（同種又は類似事案の有無を含む。） （２）本事案による当社連結財務諸表等への影響の検討 （３）本事案が発生した原因の分析と再発防止策の検討・提言 （４）その他、第三者委員会が必要と認めた事項,委員長：（鈴木・久保田法律事務所 弁護士） 鈴木 智 委員：（鈴木・久保田法律事務所 弁護士） 委員：（矢野公認会計士事務所 公認会計士・税理士） 矢野 直,小池恭平公認会計士事務所 公認会計士 小池 恭平 筒井敬士公認会計士事務所 公認会計士・税理士 筒井 敬士 寺町公認会計士事務所 公認会計士・税理士・公認不正検査士 寺町 雅人 安田秀実公認会計士事務所 公認会計士 安田 秀実 レイファーストアドバイザリー株式会社 税理士・公認不正検査士・CDFP-P 藤居 幸祐,http://www.daisanshaiinkai.com,9444,622.0
2025,3814 東証グロース,株式会社アルファクス・フード・システム,HLB Meisei,2025-05-08,2025/05/08 2025/07/25,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250508_chousa3814.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250725_chousa3814.pdf,2025-07-30,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/05/250730_chousa3814.pdf,＜特別調査委員会＞ （１）会計処理に関する疑義についての客観的な事実関係の調査 （２）上記の調査及び検証の結果、財務諸表に影響を与えるものと認められる場合には、その影響額の調査 （３）上記について問題が認められた場合の原因の究明と再発防止策の提言 （４）その他、上記に付随して当委員会が必要と認めた事項,委員長：（神久治郎公認会計士事務所 公認会計士） 神久 治郎 委員：（関徹公認会計士事務所 公認会計士） 関 徹 委員：（弁護士法人ANSWERS 弁護士） 門松 優介,弁護士法人ANSWERZ 弁護士 安部 光陽 公認会計士 4名,http://www.daisanshaiinkai.com,3814,
2025,260A 東証グロース,株式会社オルツ,シドー,2025-04-25,2025/04/25 2025/07/25,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250425_daisansha260A.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250725_daisansha260A.pdf,2025-07-29,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250729_daisansha260A.pdf,（１）本件疑義にかかる事実関係の解明（類似する事象の検証を含む） （２）連結財務諸表等への影響の有無の検討 （３）原因分析及び再発防止の提言,委員⻑：（弁護⼠法⼈⽠⽣‧⽷賀法律事務所 弁護士） ⼩⼭ 太⼠ 委員：（光和総合法律事務所 弁護士） ⽩井 真 委員：（PwCリスクアドバイザリー合同会社 公認会計士） 那須 美帆⼦,弁護士法人・瓜生糸賀法律事務所 弁護士 永井 克 高梨 未央 梅澤 慶太 光和総合法律事務所 弁護士 中澤 雄仁 野原 俊介 坂下 大貴 橋本 祥 森 大輝 渡辺 大祐 岡本 健太 宮﨑 一輝 原田 康平 津﨑 雄太 八雲法律事務所 弁護士 笠置 泰平 PwCリスクアドバイザリー合同会社 公認会計士 小澤 茂樹 成戸 宏隆 平田 進爾 相原 裕輔 PwCリスクアドバイザリー合同会社 徳野 文子 山本 せかい 藤田 亮 ほか 22名,http://www.daisanshaiinkai.com,,
2025,3697 東証プライム,株式会社SHIFT,EY新日本,2025-04-10,2025-04-10,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250410_fusei3697.pdf,未公表,,＜内部監査＞ 当社連結子会社のインフィニック株式会社における助成金の受給に関して、外部専門家の協力を得て実施,,,http://www.daisanshaiinkai.com,3697,1380.5
2025,9706 東証プライム,日本空港ビルデング株式会社,EY新日本,2025-04-03,2025-04-03,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250403_chousa9706.pdf,2025/05/09 2025/05/09,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250509_chousa9706_1.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/04/250509_chousa9706_2.pdf,＜特別調査委員会＞ 事実関係及び経緯などの調査を行うこと,,,http://www.daisanshaiinkai.com,9706,4757.0
2025,1925 東証プライム,大和ハウス工業株式会社,EY新日本,2025-03-28,2025-03-28,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250328_fusei1925.pdf,未公表,,＜社内調査＞ 本件不正行為に関する調査,,,http://www.daisanshaiinkai.com,1925,5452.0
2025,7071 東証プライム,株式会社アンビスホールディングス,PwC Japan,2025-03-27,2025-03-27,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250327_chousa7071.pdf,2025-08-08,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250808_chousa7071.pdf,＜特別調査委員会＞ （１）本件及び類似事案の有無に関する調査 （２）上記（１）の結果、問題があると判断された事案が認められた場合には事案が発生した原因の分析及び再発防止策の提言 （３）その他特別調査委員会が必要と認める事項,委員長：（桃尾・松尾・難波法律事務所・元福岡高等検察庁検事長 弁護士） 井上 宏 委員：（弁護士法人 瓜生・糸賀法律事務所・元大阪地方裁判所判事 弁護士） 澤田 忠之 委員：（U&Iアドバイザリーサービス株式会社 公認会計士） 山田 重嗣,弁護士法人瓜生・糸賀法律事務所 弁護士 13名 U&Iアドバイザリーサービス株式会社 公認会計士 2名 公認不正検査士 1名 デジタルフォレンジック担当者,http://www.daisanshaiinkai.com,7071,641.0
2025,2345 東証スタンダード,株式会社クシム,UHY東京,2025-03-28,2025-03-28,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250328_chousa2345.pdf,2025/04/04 2025/04/23,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2024/11/250404_chousa2345.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250423_chousa2345.pdf,＜特別調査委員会＞ 当該会計処理の適切性について調査・検証,委員長：（本澤法律事務所 弁護士） 本澤 順子 委員：（やまとパートナーズ株式会社 公認会計士） 小黒 健三 委員：（虎門中央法律事務所 弁護士） 北川 泰裕,長與公認会計士事務所 公認会計士 長與 明子 須田公認会計士事務所 公認会計士 須田 雅秋 虎門中央法律事務所 弁護士 荒井 隆男 佐藤 慶,http://www.daisanshaiinkai.com,2345,253.0
2025,4751 東証プライム,株式会社サイバーエージェント,トーマツ,2025-03-26,2025-03-26,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250326_chousa4751.pdf,2025-04-16,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250416_chousa4751.pdf,＜社内調査委員会＞ （１）本件に関する事実関係の調査 （２）本件による CyberOwl の財務諸表等への影響額の検証 （３）Cyber0wl において本件と同種又は類似事案を調査すべく、Cyber0wlのB氏が担当する現マーケティングメディア事業部に関する仕入及び売上の各取引、取引関係及び管理体制に関する必要な調査 （４）本調査の進捗により必要に応じた、サイバーエージェント及びサイバーエージェントの子会社における本件と同種又は類似事案の有無及びその内容等に関する調査 （５）前述（１）、（３）及び（４）で確認された事実に関する原因分析並びに再発防止策の検討及び提言 （６）前各号にかかる調査の結果等を記載した調査報告書の作成,委員長：（TMI総合法律事務所 弁護士） 波多江 崇 委員：（株式会社KPMG FAS 公認会計士） 藤田 大介 委員：（株式会社サイバーエージェント 常務執行役員） 武田 丈宏,TMI総合法律事務所 吉井 久美子 小林 祐太 株式会社KPMG FAS 斎田 修 山田 昂輝 宮村 恵理 Tay Tian Jye 李 予桐 折戸 伸樹 吉田 啓一郎 大川 秋晴 他6名,http://www.daisanshaiinkai.com,4751,1810.0
2025,2871 東証プライム,株式会社ニチレイ,EY新日本,2025-03-25,2025-03-25,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250325_chousa2871.pdf,2025/03/25 2025/03/27,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250325_chousa2871.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250327_chousa2871.pdf,＜調査委員会＞ （１）X氏による不正行為の有無・内容を含む事実関係の解明、並びに類似の不正行為の有無・内容の調査 （２）X氏により不正行為が行われた原因の究明 （３）再発防止策の提言,委員長：（ニチレイ社外取締役） 濱島 健爾 委員：（ニチレイ社外監査役） 齊藤 雄彦 委員：（ニチレイ代表取締役社長） 大櫛 顕也 委員：（ニチレイ常勤監査役） 加藤 達志 委員：（アンダーソン・毛利・友常法律事務所 弁護士） 西谷 敦,,http://www.daisanshaiinkai.com,2871,1732.0
2025,1757 東証スタンダード,株式会社創建エース,公認会計士柴田洋 公認会計士大瀧秀樹,2025-03-19,2025-03-19,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250319_chousa1757.pdf,2025-06-30,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250630_chousa1757.pdf,＜特別調査委員会＞ （１）本件疑義に関する事実関係の調査および会計処理の適切性・妥当性についての検討 （２）本件疑義に類似、関係する事象の事実確認 （３）調査の結果、判明した事象が連結財務諸表に与える影響 （４）本件疑義の原因分析、適切な会計処理および再発防止策の提言 （５）その他、特別調査委員会が必要と認めた事項,委員長：（善国寺坂法律事務所 弁護士） 大下 良仁 委員：（たきざわ法律事務所 弁護士） 瀧澤 輝 委員：（新樹法律事務所 弁護士） 渡辺 治 委員：（佐々木公認会計士事務所 公認会計士） 佐々木 洋平 委員：（村田茂也公認会計士事務所 公認会計士） 村田 茂也,井出浩二公認会計士事務所 公認会計士 井出 浩二 影平公認会計士事務所 公認会計士 影平 真也 小嶋公認会計士事務所 公認会計士 小嶋 良樹 今西紘子公認会計士事務所 公認会計士 今西 紘子 小林純也公認会計士事務所 公認会計士 小林 純也 川中宏介公認会計士事務所 公認会計士 川中 宏介 古澤公認会計士事務所 公認会計士 古澤 卓 坪田公認会計士事務所 公認会計士 坪田 亮介,http://www.daisanshaiinkai.com,1757,2.0
2025,8894 東証スタンダード,株式会社REVOLUTION,EY新日本,2025-03-14,2025/03/14 2025/07/11,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250314_daisansha8894.pdf http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250711_daisansha_8894.pdf,2025-07-14,http://www.daisanshaiinkai.com/cms/wp-content/uploads/2025/03/250714_daisansha_8894.pdf,（１）本株主優待に関する事実経緯の解明 （２）本新株予約権に関する事実経緯の解明 （３）その他当委員会が必要と認めた事項に関する事実経緯の解明 ① REV社によるWeCapital社に対する本株式交付に係る事項 ② REV社の筆頭株主である合同会社FO1（以下「FO1社」という。）の代表社員であるb氏によるREV社の経営に対する関与に係る事項 （４）上記（１）ないし（３）で判明した問題点の分析及びそれに対する提言,委員長：（ITN法律事務所、元最高検検事 弁護士） 名取 俊也 委員：（長島・大野・常松法律事務所 弁護士） 辺 誠祐 委員：（株式会社アカウンティング・アシスト 公認会計士） 茂田井 純一,長島・大野・常松法律事務所 弁護士 西村 修一 天井 周平 湯浅 諭 今野 恵一朗 初馬 眞人 金澤 亮太郎 株式会社アカウンティング・アシスト 公認会計士 加瀬 豊,http://www.daisanshaiinkai.com,8894,78.0
